emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
48918,European,29-29-1419,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,cm,,http://www.penn.museum/collections/object/48918
294321,European,29-29-1429,Sherd,,Slavic,Bohemia|Budec,Ceramic,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,cm,,http://www.penn.museum/collections/object/294321
299220,European,29-29-1444,Sherd,,Medieval|Slavic|Burgwall,Bohemia|Unhost|Makotrasy,Ceramic,European Medieval Period|Burgwall Period,1000-1100 AD,1000,1100,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/299220
3721,European,29-29-1432,Sherd,,Medieval|Slavic|Burgwall,Bohemia|Unhost|Makotrasy,Ceramic,European Medieval Period|Burgwall Period,1000-1100 AD,1000,1100,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/3721
18008,European,29-29-1433,Sherd,,Medieval|Slavic|Burgwall,Bohemia|Unhost|Makotrasy,Ceramic,European Medieval Period|Burgwall Period,1000-1100 AD,1000,1100,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/18008
139844,European,29-29-1445,Sherd,,Medieval|Slavic|Burgwall,Bohemia|Unhost|Makotrasy,Ceramic,European Medieval Period|Burgwall Period,1000-1100 AD,1000,1100,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one sherd,,,,,,,,,,,,http://www.penn.museum/collections/object/139844
357349,European,2003-36-88,Burin|Percoir,,,France (uncertain),Quartz,,,,,"Gift of the Philadelphia Commercial Museum (also known as the Philadelphia Civic Center Museum), Philadelphia, Pennsylvania, 2003",,Blade with burin on proximal end and percoir on distal end.,,,,,,,,,,,L-613-41,http://www.penn.museum/collections/object/357349
57386,European,EU1257,Tool,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Triangular.,,,,,,,,,,,,http://www.penn.museum/collections/object/57386
197935,European,EU1258,Tool,,Neolithic,England|Kent|Crayling,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Long, oblong.",,,,,,,,,,,,http://www.penn.museum/collections/object/197935
298148,European,EU1259,Tool,,Neolithic,England|Sussex|South Downs,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Long, oblong.",,,,,,,,,,,,http://www.penn.museum/collections/object/298148
235882,European,EU1261,Tool,,Neolithic,England|Hants|Portsmouth,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement Inscribed ""Lak""-perhaps Lakenheath.",,,,,,,,,,,,http://www.penn.museum/collections/object/235882
247645,European,EU1266,Racloir,,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Discoid. Racloir,,,,,,,,,,,,http://www.penn.museum/collections/object/247645
354038,European,EU1268A,Racloir,,Neolithic,England|Norfolk|Weeting|Grimes Graves (uncertain),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Racloir - Deeply concave.  One certainly from Grimes Graves.,,,,,,,,,,,,http://www.penn.museum/collections/object/354038
354039,European,EU1268B,Racloir,,Neolithic,England|Norfolk|Weeting|Grimes Graves (uncertain),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Racloir - Deeply concave.  One certainly from Grimes Graves.,,,,,,,,,,,,http://www.penn.museum/collections/object/354039
228139,European,EU1272,Grattoir,,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Grattoir - Large.,,,,,,,,,,,,http://www.penn.museum/collections/object/228139
250248,European,EU1273,Grattoir,,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Grattoir - Wide end, notched.",,,,,,,,,,,,http://www.penn.museum/collections/object/250248
253545,European,EU1274,Racloir-Burin (uncertain),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Notched and pointed. Perhaps racloir -  burin,,,,,,,,,,,,http://www.penn.museum/collections/object/253545
60529,European,EU1275,Perforator,,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Large perforator,,,,,,,,,,,,http://www.penn.museum/collections/object/60529
330390,European,EU1276,Racloir|Perforator,,Neolithic,England|West Suffolk|Undley,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Large racloir - perforator,,,,,,,,,,,12 - 1,http://www.penn.museum/collections/object/330390
180150,European,EU1277,Tool,,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Evidently shaped, but no distinct signs of utilization.",,,,,,,,,,,,http://www.penn.museum/collections/object/180150
383312,European,EU1280A,Nucleus (Lithic),,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383312
383313,European,EU1280B,Nucleus (Lithic),,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383313
383314,European,EU1280C,Nucleus (Lithic),,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383314
383366,European,EU1280D,Nucleus (Lithic),,Neolithic,England|Norfolk|Weeting|Grimes Graves,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383366
159545,European,EU1281,Nucleus (Lithic),,Neolithic,England|Kent|Swanscombe|Milton Street Pit,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which may have been used as hammer, scraper, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/159545
127973,European,EU1282,Nucleus (Lithic),,Neolithic,England|Norfolk|Langford,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of whcih may have been used as hammer, scraper, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/127973
173642,European,EU1284,Nucleus (Lithic),,Neolithic,England|Norfolk|Black Dyke,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint impelemtn - Nuclei, some of whcih may have been used as hammer, scraper, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/173642
132633,European,EU1283,Nucleus (Lithic),,Neolithic,England|Kent|Swanscombe|Swanscombe Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which may have been used as hammer, scraper, etc. Age uncertain - MacCurdy",,,,,,,,,,,,http://www.penn.museum/collections/object/132633
324867,European,EU1285,Nucleus (Lithic),,Neolithic,England|Norfolk|Weeting,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of whcih may have been used as hammer, scraper, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/324867
384011,European,EU1286A,Nuclei,,Neolithic,England|Sussex|Cissbury,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/384011
384012,European,EU1286B,Nuclei,,Neolithic,England|Sussex|Cissbury,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/384012
384013,European,EU1286C,Nuclei,,Neolithic,England|Sussex|Cissbury,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/384013
384014,European,EU1286D,Nuclei,,Neolithic,England|Sussex|Cissbury,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/384014
383299,European,EU1287A,Nucleus (Lithic),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383299
383300,European,EU1287B,Nucleus (Lithic),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383300
383301,European,EU1287C,Nucleus (Lithic),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383301
383297,European,EU1287D,Nucleus (Lithic),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383297
383298,European,EU1287E,Nucleus (Lithic),,Neolithic,England,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Nuclei, some of which have been used as hammers, scrapers, etc.",,,,,,,,,,,,http://www.penn.museum/collections/object/383298
380362,European,EU1288A,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - hammerstone (1 of 6) See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380362
380364,European,EU1288B,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement -Hammerstone. Roughly circular. See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380364
380365,European,EU1288C,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular. See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380365
380367,European,EU1288D,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.  See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380367
380368,European,EU1288E,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular. See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380368
380369,European,EU1288F,Hammerstone,,Neolithic,England|Suffolk|Eriswell Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular. See EU 1294,,,,,,,,,,,,http://www.penn.museum/collections/object/380369
69129,European,EU1289,Hammerstone,,Neolithic,England|West Suffolk|West Stow,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Discoid.,,,,,,,,,,,,http://www.penn.museum/collections/object/69129
200714,European,EU1292,Hammerstone,,Neolithic,England|West Suffolk|Culford,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Quartz pebble - Hammerstone. Used as percuteur.,,,,,,,,,,,,http://www.penn.museum/collections/object/200714
380370,European,EU1293A,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380370
380371,European,EU1293B,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerston. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380371
380373,European,EU1293C,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380373
380374,European,EU1293D,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380374
380375,European,EU1293E,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380375
380376,European,EU1293F,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380376
380378,European,EU1293G,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380378
380379,European,EU1293H,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380379
380381,European,EU1293I,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380381
380382,European,EU1293J,Hammerstone,,Neolithic,England|West Suffolk|Mildenhall|Warren Hill,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380382
140045,European,EU1294,Hammerstone,,Paleolithic (uncertain),England|Berks|Thames River,Flint,Paleolithic (uncertain),,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Tool used later as hammerstone?,,,,,,,,,,,,http://www.penn.museum/collections/object/140045
98028,European,EU1295,Coup-de-Poing|Hand Axe|Hammerstone (uncertain),,Neolithic,England|Berks|Thames River,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,"Flint implement - Double patina, coup-de-poing shape.  Perhaps used as a hammerstone later. Perhaps to be explained as EU 1294,.",,,,,,,,,,,,http://www.penn.museum/collections/object/98028
380383,European,EU1296A,Hammerstone,,Neolithic,England|Oxfordshire|Oxford (Oxfordshire England),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerston. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380383
380385,European,EU1296B,Hammerstone,,Neolithic,England|Oxfordshire|Oxford (Oxfordshire England),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380385
380386,European,EU1296C,Hammerstone,,Neolithic,England|Oxfordshire|Oxford (Oxfordshire England),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380386
380387,European,EU1296D,Hammerstone,,Neolithic,England|Oxfordshire|Oxford (Oxfordshire England),Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380387
380389,European,EU1301A,Hammerstone,,Neolithic,England|West Suffolk|Icklingham,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380389
380391,European,EU1301B,Hammerstone,,Neolithic,England|West Suffolk|Icklingham,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380391
380392,European,EU1301C,Hammerstone,,Neolithic,England|West Suffolk|Icklingham,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. <br />Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380392
380395,European,EU1303A,Hammerstone,,Neolithic,England|Cambridgeshire|Burwell Fen,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380395
380396,European,EU1303B,Hammerstone,,Neolithic,England|Cambridgeshire|Burwell Fen,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380396
380397,European,EU1304A,Hammerstone,,Neolithic,England|Cambridgeshire|Burnt Fen,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380397
380398,European,EU1304B,Hammerstone,,Neolithic,England|Cambridgeshire|Burnt Fen,Flint,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,flint implement - Hammerstone. Roughly circular.,,,,,,,,,,,,http://www.penn.museum/collections/object/380398
333657,European,EU1308,Grinding Stone|Polishing Stone (uncertain),,Neolithic,England|Suffolk,Stone,Neolithic,,,,"Purchased from Mrs. S. Warrington, 1913",,Stone implement - Grinding or polishing stone. Egg-shaped,,,,,,,,,,,,http://www.penn.museum/collections/object/333657
